gid:0, code:000001, symbol:平安银行 
gid:328100, code:112188, symbol:13渤租债 
gid:328200, code:112189, symbol:12瑞泽债 
gid:328300, code:112190, symbol:11亚迪02 
gid:328400, code:112193, symbol:13美邦01 
gid:328500, code:112194, symbol:13东北01 
gid:328600, code:112195, symbol:13东北02 
gid:328700, code:112196, symbol:13苏宁债 
gid:328800, code:112201, symbol:14机电01 
gid:328900, code:112202, symbol:14嘉杰债 
gid:329000, code:112203, symbol:14北农债 
gid:329100, code:112204, symbol:14好想债 
gid:329200, code:112208, symbol:14华邦01 
gid:329300, code:112209, symbol:14雏鹰债 
gid:329400, code:112211, symbol:14搜特01 
gid:329500, code:112213, symbol:14中超债 
gid:329600, code:112214, symbol:14杰赛债 
gid:329700, code:112215, symbol:14万马01 
gid:329800, code:112216, symbol:14欣旺01 
gid:329900, code:112217, symbol:14东江01 
gid:330000, code:112218, symbol:14山证01 
gid:330100, code:112219, symbol:14渝发债 
gid:330200, code:112220, symbol:14福星01 
gid:330300, code:112221, symbol:14万里债 
gid:330400, code:112222, symbol:14荣盛债 
gid:330500, code:112223, symbol:14江泥01 
gid:330600, code:112224, symbol:14兴蓉01 
gid:330700, code:112225, symbol:14恒运01 
gid:330800, code:112226, symbol:14科陆01 
gid:330900, code:112227, symbol:14利源债 
gid:331000, code:112228, symbol:14怡亚债 
gid:331100, code:112229, symbol:14白药01 
gid:331200, code:112230, symbol:14司尔01 
gid:331300, code:112231, symbol:14金贵债 
gid:331400, code:112232, symbol:14长证债 
gid:331500, code:112233, symbol:14漳发债 
gid:331600, code:112234, symbol:14中弘债 
gid:331700, code:112235, symbol:15福星01 
gid:331800, code:112236, symbol:15本钢01 
gid:331900, code:112237, symbol:15辉煌01 
gid:332000, code:112238, symbol:15振业债 
gid:332100, code:112239, symbol:15沃尔债 
gid:332200, code:112240, symbol:15华联债 
gid:332300, code:112241, symbol:15广田债 
gid:332400, code:112242, symbol:15岭南债 
gid:332500, code:112243, symbol:15东旭债 
gid:332600, code:112244, symbol:15国海债 
gid:332700, code:112245, symbol:15顺鑫01 
gid:332800, code:112246, symbol:15金一债 
gid:332900, code:112247, symbol:15华东债 
gid:333000, code:112248, symbol:15翰宇01 
gid:333100, code:112249, symbol:15博彦债 
gid:333200, code:112250, symbol:15云旅债 
gid:333300, code:112251, symbol:15恒运债 
gid:333400, code:112252, symbol:15鄂能01 
gid:333500, code:112253, symbol:15荣盛01 
gid:333600, code:112254, symbol:15湘金01 
gid:333700, code:112255, symbol:15濮耐01 
gid:333800, code:112256, symbol:15天保01 
gid:333900, code:112257, symbol:15荣盛02 
gid:334000, code:112258, symbol:15荣盛03 
gid:334100, code:112259, symbol:15甘电债 
gid:334200, code:112260, symbol:15阳房01 
gid:334300, code:112261, symbol:15星辉债 
gid:334400, code:112262, symbol:15荣安债 
gid:334500, code:112263, symbol:15中房债 
gid:334600, code:112264, symbol:15亚迪01 
gid:334700, code:112265, symbol:15中环债 
gid:334800, code:112266, symbol:15利尔01 
gid:334900, code:112267, symbol:15阳房02 
gid:335000, code:112268, symbol:15东华01 
gid:335100, code:112269, symbol:15涪陵01 
gid:335200, code:112270, symbol:15华邦债 
gid:335300, code:112271, symbol:15中粮01 
gid:335400, code:112272, symbol:15金科01 
gid:335500, code:112273, symbol:15金街01 
gid:335600, code:112274, symbol:15金街02 
gid:335700, code:112275, symbol:15搜特债 
gid:335800, code:112276, symbol:15金鸿债 
gid:335900, code:112277, symbol:15金街03 
gid:336000, code:112278, symbol:15东莞债 
gid:336100, code:112279, symbol:15渤租01 
gid:336200, code:112280, symbol:15东华02 
gid:336300, code:112281, symbol:15中洲债 
gid:336400, code:112282, symbol:15西部01 
gid:336500, code:112283, symbol:15西部02 
gid:336600, code:112284, symbol:15渤租02 
gid:336700, code:112285, symbol:15万科01 
gid:336800, code:112286, symbol:15海伟01 
gid:336900, code:112287, symbol:15海投债 
gid:337000, code:112288, symbol:15证通01 
gid:337100, code:112289, symbol:15顺鑫02 
gid:337200, code:112290, symbol:15证通02 
gid:337300, code:112291, symbol:15渝外贸 
gid:337400, code:112292, symbol:16冀中01 
gid:337500, code:112293, symbol:15深爱01 
gid:337600, code:112294, symbol:15海伟02 
gid:337700, code:112295, symbol:15司尔债 
gid:337800, code:112296, symbol:15东北债 
gid:337900, code:112297, symbol:15粤科债 
gid:338000, code:112298, symbol:15新证债 
gid:338100, code:112299, symbol:15中利债 
gid:338200, code:112300, symbol:15立业债 
gid:338300, code:112301, symbol:15中武债 
gid:338400, code:112302, symbol:15东网债 
gid:338500, code:112303, symbol:15京威债 
gid:338600, code:112304, symbol:15长影01 
gid:338700, code:112305, symbol:15长影02 
gid:338800, code:112306, symbol:15泛控01 
gid:338900, code:112307, symbol:15投资01 
gid:339000, code:112308, symbol:15银亿01 
gid:339100, code:112309, symbol:15花样02 
gid:339200, code:112310, symbol:16美的债 
gid:339300, code:112311, symbol:16昆仑01 
gid:339400, code:112312, symbol:16徐工01 
gid:339500, code:112313, symbol:16铁汉01 
gid:339600, code:112314, symbol:16华南01 
gid:339700, code:112315, symbol:16宝龙债 
gid:339800, code:112316, symbol:16航空债 
gid:339900, code:112317, symbol:16太安01 
gid:340000, code:112318, symbol:16白药01 
gid:340100, code:112319, symbol:16一创01 
gid:340200, code:112320, symbol:16蓝标债 
gid:340300, code:112321, symbol:16龙基01 
gid:340400, code:112322, symbol:16涪陵01 
gid:340500, code:112323, symbol:16投资01 
gid:340600, code:112324, symbol:16高鸿债 
gid:340700, code:112325, symbol:16中南01 
gid:340800, code:112326, symbol:16中弘01 
gid:340900, code:112328, symbol:16曲文01 
gid:341000, code:112329, symbol:16太安02 
gid:341100, code:112330, symbol:16巨轮01 
gid:341200, code:112331, symbol:16宝德01 
gid:341300, code:112332, symbol:16劲嘉01 
gid:341400, code:112333, symbol:16鲁焦01 
gid:341500, code:112334, symbol:16国购01 
gid:341600, code:112335, symbol:16海资01 
gid:341700, code:112336, symbol:16太安债 
gid:341800, code:112337, symbol:16双星01 
gid:341900, code:112338, symbol:16迪科01 
gid:342000, code:112339, symbol:16中航城 
gid:342100, code:112340, symbol:16泛控01 
gid:342200, code:112341, symbol:16宝龙02 
gid:342300, code:112342, symbol:16厦贸01 
gid:342400, code:112343, symbol:16魏桥01 
gid:342500, code:112344, symbol:16魏桥02 
gid:342600, code:112345, symbol:16劲嘉02 
gid:342700, code:112346, symbol:16惠誉01 
gid:342800, code:112347, symbol:16惠誉02 
gid:342900, code:112348, symbol:16华美01 
gid:343000, code:112349, symbol:16红楼债 
gid:343100, code:112350, symbol:16软控01 
gid:343200, code:112351, symbol:16步高01 
gid:343300, code:112352, symbol:16TCL01 
gid:343400, code:112353, symbol:16TCL02 
gid:343500, code:112354, symbol:16国购02 
gid:343600, code:112355, symbol:16桂资01 
gid:343700, code:112357, symbol:16海资02 
gid:343800, code:112358, symbol:16BOE01 
gid:343900, code:112359, symbol:16魏桥03 
gid:344000, code:112361, symbol:16新大02 
gid:344100, code:112362, symbol:16泛控02 
gid:344200, code:112363, symbol:16三湘债 
gid:344300, code:112364, symbol:16云白01 
gid:344400, code:112365, symbol:16广业01 
gid:344500, code:112366, symbol:16宝安01 
gid:344600, code:112367, symbol:16华西01 
gid:344700, code:112369, symbol:16峨旅01 
gid:344800, code:112370, symbol:16新纶债 
gid:344900, code:112371, symbol:16太阳01 
gid:345000, code:112372, symbol:16棕榈01 
gid:345100, code:112373, symbol:16奥瑞金 
gid:345200, code:112374, symbol:16华油01 
gid:345300, code:112375, symbol:16昆投01 
gid:345400, code:112376, symbol:16侨城01 
gid:345500, code:112377, symbol:16侨城02 
gid:345600, code:112378, symbol:16盛润债 
gid:345700, code:112379, symbol:16新国都 
gid:345800, code:112380, symbol:16东林01 
gid:345900, code:112381, symbol:16华联债 
gid:346000, code:112382, symbol:16南都01 
gid:346100, code:112383, symbol:16当代债 
gid:346200, code:112384, symbol:16歌尔01 
gid:346300, code:112385, symbol:16奥燃01 
gid:346400, code:112386, symbol:16申宏01 
gid:346500, code:112387, symbol:16华南02 
gid:346600, code:112388, symbol:16聚龙债 
gid:346700, code:112389, symbol:16华西02 
gid:346800, code:112390, symbol:16三聚债 
gid:346900, code:112391, symbol:16龙基02 
gid:347000, code:112392, symbol:16掌趣01 
gid:347100, code:112393, symbol:16万维01 
gid:347200, code:112394, symbol:16泰禾02 
gid:347300, code:112395, symbol:16泰禾03 
gid:347400, code:112396, symbol:16华美02 
gid:347500, code:112397, symbol:16胜通01 
gid:347600, code:112399, symbol:16凯迪债 
gid:347700, code:112400, symbol:16中南债 
gid:347800, code:112401, symbol:16新野02 
gid:347900, code:112402, symbol:16华股01 
gid:348000, code:112403, symbol:16农四01 
gid:348100, code:112404, symbol:16银亿04 
gid:348200, code:112405, symbol:16天顺01 
gid:348300, code:112406, symbol:16力合债 
gid:348400, code:112407, symbol:16厦港01 
gid:348500, code:112408, symbol:16新兴01 
gid:348600, code:112409, symbol:16TCL03 
gid:348700, code:112410, symbol:16中房债 
gid:348800, code:112411, symbol:16光线01 
gid:348900, code:112412, symbol:16银亿05 
gid:349000, code:112413, symbol:16兴蓉01 
gid:349100, code:112414, symbol:16沃尔01 
gid:349200, code:112415, symbol:16奋达01 
gid:349300, code:112416, symbol:16奥燃02 
gid:349400, code:112417, symbol:16国购03 
gid:349500, code:112418, symbol:16中南02 
gid:349600, code:112419, symbol:16河钢01 
gid:349700, code:112420, symbol:16潮宏01 
gid:349800, code:112421, symbol:16信利01 
gid:349900, code:112422, symbol:16飞马债 
gid:350000, code:112423, symbol:16株国投 
gid:350100, code:112424, symbol:16文化01 
gid:350200, code:112425, symbol:16河钢02 
gid:350300, code:112426, symbol:16东林02 
gid:350400, code:112427, symbol:16滨房01 
gid:350500, code:112428, symbol:16桂资03 
gid:350600, code:112430, symbol:16宝龙03 
gid:350700, code:112431, symbol:16步高02 
gid:350800, code:112432, symbol:16冀中02 
gid:350900, code:112433, symbol:16银亿07 
gid:351000, code:112434, symbol:16正商03 
gid:351100, code:112435, symbol:16绿景01 
gid:351200, code:112436, symbol:16阳城01 
gid:351300, code:112437, symbol:16铁汉02 
gid:351400, code:112438, symbol:16广宇01 
gid:351500, code:112439, symbol:16康缘01 
gid:351600, code:112440, symbol:16吉保01 
gid:351700, code:112441, symbol:16凯迪01 
gid:351800, code:112442, symbol:16凯迪02 
gid:351900, code:112443, symbol:16胜通03 
gid:352000, code:112444, symbol:16万集01 
gid:352100, code:112445, symbol:16申宏02 
gid:352200, code:112446, symbol:16申宏03 
gid:352300, code:112447, symbol:16顺发债 
gid:352400, code:112448, symbol:16莱蒙01 
gid:352500, code:112449, symbol:16棕榈02 
gid:352600, code:112450, symbol:16格林01 
gid:352700, code:112451, symbol:16利德01 
gid:352800, code:112452, symbol:16阳城02 
gid:352900, code:112453, symbol:16迪安01 
gid:353000, code:112454, symbol:16宜化债 
gid:353100, code:112455, symbol:16金街01 
gid:353200, code:112456, symbol:16金街02 
gid:353300, code:112457, symbol:16魏桥05 
gid:353400, code:112458, symbol:16盐港01 
gid:353500, code:112459, symbol:16宜华01 
gid:353600, code:112460, symbol:16安控债 
gid:353700, code:112461, symbol:16龙控02 
gid:353800, code:112462, symbol:16徐工02 
gid:353900, code:112463, symbol:16天保01 
gid:354000, code:112464, symbol:16东林03 
gid:354100, code:112465, symbol:16厦港02 
gid:354200, code:112466, symbol:16彩塑01 
gid:354300, code:112467, symbol:16天广01 
gid:354400, code:112468, symbol:16景峰01 
gid:354500, code:112469, symbol:16涪陵02 
gid:354600, code:112470, symbol:16江控01 
gid:354700, code:112471, symbol:16宝德02 
gid:354800, code:112472, symbol:16裕同01 
gid:354900, code:112473, symbol:16海普瑞 
gid:355000, code:112474, symbol:16合泰01 
gid:355100, code:112475, symbol:16万丰01 
gid:355200, code:112476, symbol:16鄂能01 
gid:355300, code:112477, symbol:16浙富01 
gid:355400, code:112478, symbol:16奥燃03 
gid:355500, code:112479, symbol:16珠海债 
gid:355600, code:112480, symbol:16腾晖01 
gid:355700, code:112481, symbol:16广联01 
gid:355800, code:112482, symbol:16金旗01 
gid:355900, code:112483, symbol:16宝新01 
gid:356000, code:112484, symbol:16一创02 
gid:356100, code:112485, symbol:16国盛金 
gid:356200, code:112486, symbol:16远大01 
gid:356300, code:112487, symbol:16合力01 
gid:356400, code:112488, symbol:16峨旅02 
gid:356500, code:112489, symbol:16嘉美债 
gid:356600, code:112490, symbol:16捷成01 
gid:356700, code:112491, symbol:16宝新02 
gid:356800, code:112492, symbol:16一创03 
gid:356900, code:112493, symbol:16华能资 
gid:357000, code:112494, symbol:16凯迪03 
gid:357100, code:112496, symbol:17天神01 
gid:357200, code:112497, symbol:17金旗01 
gid:357300, code:112498, symbol:17万集01 
gid:357400, code:112499, symbol:17欧菲01 
gid:357500, code:112500, symbol:17山路01 
gid:357600, code:112501, symbol:17东江G1 
gid:357700, code:112502, symbol:17科伦01 
gid:357800, code:112503, symbol:17山证01 
gid:357900, code:112504, symbol:17山证02 
gid:358000, code:112505, symbol:17金洲01 
gid:358100, code:112506, symbol:17温氏01 
gid:358200, code:112507, symbol:17科陆01 
gid:358300, code:112508, symbol:17华昌01 
gid:358400, code:112509, symbol:17余投01 
gid:358500, code:112510, symbol:17盛运01 
gid:358600, code:112511, symbol:17正通01 
gid:358700, code:112512, symbol:17华茂01 
gid:358800, code:112513, symbol:17华股01 
gid:358900, code:112514, symbol:17游族01 
gid:359000, code:112515, symbol:17昆投01 
gid:359100, code:112516, symbol:17国信01 
gid:359200, code:112517, symbol:17西航01 
gid:359300, code:112518, symbol:17TCL01 
gid:359400, code:112519, symbol:17物美01 
gid:359500, code:112520, symbol:17广发01 
gid:359600, code:112521, symbol:17昆仑01 
gid:359700, code:112522, symbol:17阳普S1 
gid:359800, code:112523, symbol:17株国01 
gid:359900, code:112525, symbol:17盾安01 
gid:360000, code:112527, symbol:17华讯01 
gid:360100, code:112532, symbol:17凯撒03 
gid:360200, code:114001, symbol:16嘉创01 
gid:360300, code:114002, symbol:16镇远债 
gid:360400, code:114003, symbol:16莱钢02 
gid:360500, code:114004, symbol:16岸资01 
gid:360600, code:114005, symbol:16麓谷债 
gid:360700, code:114006, symbol:16阳谷债 
gid:360800, code:114007, symbol:16鲁班债 
gid:360900, code:114008, symbol:16省房01 
gid:361000, code:114009, symbol:16滇中03 
gid:361100, code:114010, symbol:16华源01 
gid:361200, code:114011, symbol:16柳建03 
gid:361300, code:114012, symbol:16弘债03 
gid:361400, code:114013, symbol:16鄂农谷 
gid:361500, code:114015, symbol:16瑞泥03 
gid:361600, code:114016, symbol:16中城07 
gid:361700, code:114017, symbol:16新青01 
gid:361800, code:114018, symbol:16大厂02 
gid:361900, code:114019, symbol:16福星05 
gid:362000, code:114020, symbol:16福星06 
gid:362100, code:114021, symbol:16百福01 
gid:362200, code:114022, symbol:16富力11 
gid:362300, code:114023, symbol:16津租02 
gid:362400, code:114024, symbol:16昆发02 
gid:362500, code:114025, symbol:16常建03 
gid:362600, code:114026, symbol:16航投01 
gid:362700, code:114027, symbol:16协能债 
gid:362800, code:114028, symbol:16大族01 
gid:362900, code:114031, symbol:16西王05 
gid:363000, code:114032, symbol:16西王06 
gid:363100, code:114033, symbol:16蔡生01 
gid:363200, code:114034, symbol:16润盛01 
gid:363300, code:114035, symbol:16莱钢03 
gid:363400, code:114036, symbol:16金立债 
gid:363500, code:114037, symbol:16广田03 
gid:363600, code:114038, symbol:15利得02 
gid:363700, code:114039, symbol:16镇交03 
gid:363800, code:114040, symbol:16水城01 
gid:363900, code:114041, symbol:16东方03 
gid:364000, code:114042, symbol:16传视S1 
gid:364100, code:114043, symbol:16余投03 
gid:364200, code:114044, symbol:16长交01 
gid:364300, code:114045, symbol:16科陆02 
gid:364400, code:114046, symbol:16绍柯01 
gid:364500, code:114047, symbol:16筑工02 
gid:364600, code:114048, symbol:16富通债 
gid:364700, code:114049, symbol:16交运01 
gid:364800, code:114050, symbol:16邦资01 
gid:364900, code:114051, symbol:16云冶01 
gid:365000, code:114052, symbol:16柯建01 
gid:365100, code:114053, symbol:16协能02 
gid:365200, code:114055, symbol:16华电债 
gid:365300, code:114056, symbol:16西王07 
gid:365400, code:114057, symbol:16西王08 
gid:365500, code:114058, symbol:16广发08 
gid:365600, code:114059, symbol:16嘉高03 
gid:365700, code:114060, symbol:16交运02 
gid:365800, code:114063, symbol:16连城03 
gid:365900, code:114065, symbol:16山煤02 
gid:366000, code:114066, symbol:16舟蓬01 
gid:366100, code:114068, symbol:16国购债 
gid:366200, code:114069, symbol:16汇源P3 
gid:366300, code:114070, symbol:16民租02 
gid:366400, code:114071, symbol:16兴宁01 
gid:366500, code:114072, symbol:16鞍钢01 
gid:366600, code:114073, symbol:16安信债 
gid:366700, code:114075, symbol:16桂铁02 
gid:366800, code:114076, symbol:16海发01 
gid:366900, code:114077, symbol:16陕旅02 
gid:367000, code:114078, symbol:16必康02 
gid:367100, code:114079, symbol:16国盛控 
gid:367200, code:114080, symbol:16皋沿04 
gid:367300, code:114081, symbol:16江夏01 
gid:367400, code:114082, symbol:16华福03 
gid:367500, code:114083, symbol:16正威01 
gid:367600, code:114085, symbol:16淮水07 
gid:367700, code:114086, symbol:16海空04 
gid:367800, code:114088, symbol:16协能03 
gid:367900, code:114091, symbol:16福冠01 
gid:368000, code:114093, symbol:16昆钢债 
gid:368100, code:114094, symbol:16淮交通 
gid:368200, code:114095, symbol:16泰丰债 
gid:368300, code:114096, symbol:17国东01 
gid:368400, code:114097, symbol:17中环01 
gid:368500, code:114098, symbol:16东集06 
gid:368600, code:114100, symbol:17华源01 
gid:368700, code:114101, symbol:17和佳01 
gid:368800, code:114102, symbol:17九期C1 
gid:368900, code:114103, symbol:17西投01 
gid:369000, code:114105, symbol:17科创01 
gid:369100, code:114107, symbol:17简阳01 
gid:369200, code:114108, symbol:17商丘01 
gid:369300, code:114109, symbol:17东集01 
gid:369400, code:114110, symbol:17中证01 
gid:369500, code:114111, symbol:17新筑01 
gid:369600, code:114112, symbol:17长城债 
gid:369700, code:114113, symbol:17和佳02 
gid:369800, code:114114, symbol:17金一01 
gid:369900, code:114115, symbol:17奥马01 
gid:370000, code:114116, symbol:17新兴01 
gid:370100, code:114117, symbol:17常经债 
gid:370200, code:114118, symbol:17康盛01 
gid:370300, code:114119, symbol:17浐灞01 
gid:370400, code:114120, symbol:17新密01 
gid:370500, code:114121, symbol:17邦资01 
gid:370600, code:114124, symbol:17安信01 
gid:370700, code:114125, symbol:17陕旅01 
gid:370800, code:114126, symbol:17商丘02 
gid:370900, code:114127, symbol:17长交01 
gid:371000, code:114128, symbol:17省房债 
gid:371100, code:114129, symbol:17广厦01 
gid:371200, code:114130, symbol:17天宝01 
gid:371300, code:114132, symbol:17蔡生01 
gid:371400, code:114133, symbol:17奥马02 
gid:371500, code:114134, symbol:17淮发01 
gid:371600, code:114135, symbol:17简阳02 
gid:371700, code:114137, symbol:17云水01 
gid:371800, code:114138, symbol:17紫光02 
gid:371900, code:114139, symbol:17紫光03 
gid:372000, code:114142, symbol:17贵城发 
gid:372100, code:114143, symbol:17平凉01 
gid:372200, code:114144, symbol:17丰盛01 
gid:372300, code:114145, symbol:17骏马01 
gid:372400, code:114146, symbol:17京威债 
gid:372500, code:114147, symbol:17毅德债 
gid:372600, code:114149, symbol:17相城债 
gid:372700, code:114150, symbol:17海发01 
gid:372800, code:114151, symbol:17晓程01 
gid:372900, code:114152, symbol:17杭高新 
gid:373000, code:114153, symbol:17交运债 
gid:373100, code:114154, symbol:17大厂01 
gid:373200, code:114155, symbol:17莱蒙01 
gid:373300, code:114160, symbol:17莱蒙02 
gid:373400, code:114164, symbol:17新密02 
gid:373500, code:114165, symbol:17苍源债 
gid:373600, code:114166, symbol:17江阴01 
gid:373700, code:114168, symbol:17淮发02 
gid:373800, code:114171, symbol:17苏铁01 
gid:373900, code:114173, symbol:17常德01 
gid:374000, code:114174, symbol:17云水02 
gid:374100, code:116002, symbol:广交投A3 
gid:374200, code:116003, symbol:广交投A4 
gid:374300, code:116004, symbol:广交投A5 
gid:374400, code:116005, symbol:广交投A6 
gid:374500, code:116016, symbol:民生2A4 
gid:374600, code:116018, symbol:民生3A2 
gid:374700, code:116019, symbol:民生3A3 
gid:374800, code:116022, symbol:合热03 
gid:374900, code:116023, symbol:合热04 
gid:375000, code:116024, symbol:合热05 
gid:375100, code:116027, symbol:凯迪2优2 
gid:375200, code:116028, symbol:凯迪2优3 
gid:375300, code:116029, symbol:凯迪2优4 
gid:375400, code:116030, symbol:凯迪2优5 
gid:375500, code:116031, symbol:凯迪2优6 
gid:375600, code:116034, symbol:鑫桥02 
gid:375700, code:116035, symbol:鑫桥03 
gid:375800, code:116036, symbol:鑫桥04 
gid:375900, code:116037, symbol:鑫桥05 
gid:376000, code:116038, symbol:鑫桥06 
gid:376100, code:116039, symbol:鑫桥07 
gid:376200, code:116040, symbol:鑫桥08 
gid:376300, code:116043, symbol:金科优2 
gid:376400, code:116044, symbol:金科优3 
gid:376500, code:116045, symbol:金科优4 
gid:376600, code:116046, symbol:金科优5 
gid:376700, code:116047, symbol:金科次级 
gid:376800, code:116049, symbol:民生4A2 
gid:376900, code:116050, symbol:民生4A3 
gid:377000, code:116053, symbol:华发02 
gid:377100, code:116054, symbol:华发03 
gid:377200, code:116055, symbol:华发04 
gid:377300, code:116056, symbol:华发05 
gid:377400, code:116057, symbol:华发06 
gid:377500, code:116058, symbol:华发07 
gid:377600, code:116065, symbol:赢时通1A 
gid:377700, code:116071, symbol:15星河A2 
gid:377800, code:116072, symbol:15星河A3 
gid:377900, code:116073, symbol:15星河A4 
gid:378000, code:116074, symbol:15星河A5 
gid:378100, code:116077, symbol:京东2优2 
gid:378200, code:116080, symbol:泰达02 
gid:378300, code:116081, symbol:泰达03 
gid:378400, code:116082, symbol:泰达04 
gid:378500, code:116083, symbol:泰达05 
gid:378600, code:116086, symbol:民生6A2 
gid:378700, code:116089, symbol:民生7A3 
gid:378800, code:116091, symbol:中南1优2 
gid:378900, code:116092, symbol:中南1优3 
gid:379000, code:116093, symbol:中南1优4 
gid:379100, code:116094, symbol:中南1优5 
gid:379200, code:116098, symbol:三电优03 
gid:379300, code:116099, symbol:三电优04 
gid:379400, code:116100, symbol:三电优05 
gid:379500, code:116101, symbol:三电优06 
gid:379600, code:116102, symbol:三电优07 
gid:379700, code:116105, symbol:大地优02 
gid:379800, code:116106, symbol:大地优03 
gid:379900, code:116109, symbol:民生8A2 
gid:380000, code:116110, symbol:鸿飞01 
gid:380100, code:116111, symbol:鸿飞02 
gid:380200, code:116112, symbol:鸿飞03 
gid:380300, code:116113, symbol:鸿飞04 
gid:380400, code:116116, symbol:周燃02 
gid:380500, code:116117, symbol:周燃03 
gid:380600, code:116118, symbol:周燃04 
gid:380700, code:116119, symbol:周燃05 
gid:380800, code:116121, symbol:徐工优01 
gid:380900, code:116122, symbol:徐工优02 
gid:381000, code:116126, symbol:深南优03 
gid:381100, code:116127, symbol:深南优04 
gid:381200, code:116128, symbol:深南优05 
gid:381300, code:116129, symbol:深南优06 
gid:381400, code:116130, symbol:深南优07 
gid:381500, code:116131, symbol:深南优08 
gid:381600, code:116132, symbol:深南优09 
gid:381700, code:116133, symbol:深南优10 
gid:381800, code:116136, symbol:邹电优02 
gid:381900, code:116137, symbol:邹电优03 
gid:382000, code:116140, symbol:易汇一A2 
gid:382100, code:116141, symbol:易汇一B 
gid:382200, code:116146, symbol:招商创业 
gid:382300, code:116148, symbol:华热02 
gid:382400, code:116149, symbol:华热03 
gid:382500, code:116150, symbol:华热04 
gid:382600, code:116153, symbol:民生9A2 
gid:382700, code:116156, symbol:民生10A3 
gid:382800, code:116161, symbol:京东3优3 
gid:382900, code:116164, symbol:蛟川汽02 
gid:383000, code:116165, symbol:蛟川汽03 
gid:383100, code:116166, symbol:蛟川汽04 
gid:383200, code:116167, symbol:蛟川汽05 
gid:383300, code:116174, symbol:16太盟A6 
gid:383400, code:116175, symbol:16太盟A7 
gid:383500, code:116176, symbol:16太盟B1 
gid:383600, code:116177, symbol:16太盟B2 
gid:383700, code:116178, symbol:16太盟B3 
gid:383800, code:116185, symbol:德基04 
gid:383900, code:116186, symbol:德基05 
gid:384000, code:116187, symbol:德基06 
gid:384100, code:116190, symbol:16榆靖02 
gid:384200, code:116191, symbol:16榆靖03 
gid:384300, code:116192, symbol:16榆靖04 
gid:384400, code:116193, symbol:16榆靖05 
gid:384500, code:116194, symbol:16榆靖06 
gid:384600, code:116195, symbol:16榆靖07 
gid:384700, code:116196, symbol:16榆靖08 
gid:384800, code:116201, symbol:16宜人A4 
gid:384900, code:116202, symbol:16宜人A5 
gid:385000, code:116203, symbol:16宜人A6 
gid:385100, code:116204, symbol:16宜人B 
gid:385200, code:116205, symbol:16宜人C 
gid:385300, code:116208, symbol:康景02 
gid:385400, code:116209, symbol:康景03 
gid:385500, code:116210, symbol:康景04 
gid:385600, code:116211, symbol:康景05 
gid:385700, code:116212, symbol:康景06 
gid:385800, code:116214, symbol:16巴拉A1 
gid:385900, code:116215, symbol:16巴拉A2 
gid:386000, code:116216, symbol:16巴拉A3 
gid:386100, code:116217, symbol:16巴拉A4 
gid:386200, code:116220, symbol:远东委A2 
gid:386300, code:116221, symbol:远东委B 
gid:386400, code:116222, symbol:远东委C 
gid:386500, code:116226, symbol:镇安置3 
gid:386600, code:116227, symbol:镇安置4 
gid:386700, code:116228, symbol:镇安置5 
gid:386800, code:116229, symbol:镇安置6 
gid:386900, code:116231, symbol:京东1优A 
gid:387000, code:116232, symbol:京东1优B 
gid:387100, code:116234, symbol:信择162A 
gid:387200, code:116235, symbol:信择162B 
gid:387300, code:116238, symbol:16惠通A2 
gid:387400, code:116239, symbol:16惠通A3 
gid:387500, code:116240, symbol:16惠通A4 
gid:387600, code:116241, symbol:16惠通A5 
gid:387700, code:116242, symbol:16惠通A6 
gid:387800, code:116246, symbol:16狮桥A3 
gid:387900, code:116247, symbol:16狮桥A4 
gid:388000, code:116248, symbol:16狮桥A5 
gid:388100, code:116249, symbol:16狮桥A6 
gid:388200, code:116250, symbol:16狮桥A7 
gid:388300, code:116251, symbol:16狮桥B 
gid:388400, code:116255, symbol:16镇公03 
gid:388500, code:116256, symbol:16镇公04 
gid:388600, code:116257, symbol:16镇公05 
gid:388700, code:116258, symbol:16镇公06 
gid:388800, code:116260, symbol:16瀚华1A 
gid:388900, code:116261, symbol:16瀚华1B 
gid:389000, code:116264, symbol:16苏源02 
gid:389100, code:116265, symbol:16苏源03 
gid:389200, code:116266, symbol:16苏源04 
gid:389300, code:116267, symbol:16苏源05 
gid:389400, code:116270, symbol:16水务02 
gid:389500, code:116271, symbol:16水务03 
gid:389600, code:116274, symbol:通天生02 
gid:389700, code:116275, symbol:通天生03 
gid:389800, code:116276, symbol:通天生04 
gid:389900, code:116277, symbol:通天生05 
gid:390000, code:116281, symbol:融侨A3 
gid:390100, code:116282, symbol:融侨A4 
gid:390200, code:116283, symbol:融侨A5 
gid:390300, code:116284, symbol:融侨A6 
gid:390400, code:116285, symbol:融侨A7 
gid:390500, code:116286, symbol:融侨A8 
gid:390600, code:116287, symbol:融侨A9 
gid:390700, code:116288, symbol:融侨A10 
gid:390800, code:116289, symbol:融侨A11 
gid:390900, code:116290, symbol:融侨A12 
gid:391000, code:116291, symbol:融侨A13 
gid:391100, code:116292, symbol:融侨A14 
gid:391200, code:116293, symbol:融侨A15 
gid:391300, code:116294, symbol:融侨A16 
gid:391400, code:116296, symbol:16中和1A 
gid:391500, code:116297, symbol:16中和1B 
gid:391600, code:116301, symbol:16阳光A2 
gid:391700, code:116302, symbol:16阳光A3 
gid:391800, code:116303, symbol:16阳光A4 
