gid:0, code:000001, symbol:平安银行 
gid:147700, code:101622, symbol:国债1622 
gid:147800, code:101623, symbol:国债1623 
gid:147900, code:101624, symbol:国债1624 
gid:148000, code:101625, symbol:国债1625 
gid:148100, code:101626, symbol:国债1626 
gid:148200, code:101701, symbol:国债1701 
gid:148300, code:101702, symbol:国债1702 
gid:148400, code:101703, symbol:国债1703 
gid:148500, code:101704, symbol:国债1704 
gid:148600, code:101705, symbol:国债1705 
gid:148700, code:101706, symbol:国债1706 
gid:148800, code:101707, symbol:国债1707 
gid:148900, code:101708, symbol:国债1708 
gid:149000, code:101709, symbol:国债1709 
gid:149100, code:101710, symbol:国债1710 
gid:149200, code:101711, symbol:国债1711 
gid:149300, code:101712, symbol:国债1712 
gid:149400, code:101713, symbol:国债1713 
gid:149500, code:101917, symbol:国债917 
gid:149600, code:107001, symbol:青海1608 
gid:149700, code:107002, symbol:青海16Z1 
gid:149800, code:107003, symbol:青海16Z2 
gid:149900, code:107004, symbol:青海16Z3 
gid:150000, code:107005, symbol:青海16Z4 
gid:150100, code:107006, symbol:内蒙1605 
gid:150200, code:107007, symbol:内蒙1606 
gid:150300, code:107008, symbol:内蒙1607 
gid:150400, code:107009, symbol:内蒙1608 
gid:150500, code:107010, symbol:河南1605 
gid:150600, code:107011, symbol:河南1606 
gid:150700, code:107012, symbol:河南1607 
gid:150800, code:107013, symbol:河南1608 
gid:150900, code:107014, symbol:河南16Z1 
gid:151000, code:107015, symbol:河南16Z2 
gid:151100, code:107016, symbol:河南16Z3 
gid:151200, code:107017, symbol:河南16Z4 
gid:151300, code:107018, symbol:天津1603 
gid:151400, code:107019, symbol:天津1604 
gid:151500, code:107020, symbol:天津1605 
gid:151600, code:107021, symbol:天津1606 
gid:151700, code:107022, symbol:天津16Z4 
gid:151800, code:107023, symbol:天津16Z5 
gid:151900, code:107024, symbol:天津16Z6 
gid:152000, code:107025, symbol:河北1605 
gid:152100, code:107026, symbol:河北1606 
gid:152200, code:107027, symbol:河北1607 
gid:152300, code:107028, symbol:河北1608 
gid:152400, code:107029, symbol:河北16Z5 
gid:152500, code:107030, symbol:河北16Z6 
gid:152600, code:107031, symbol:河北16Z7 
gid:152700, code:107032, symbol:贵州1605 
gid:152800, code:107033, symbol:贵州1606 
gid:152900, code:107034, symbol:贵州1607 
gid:153000, code:107035, symbol:贵州1608 
gid:153100, code:107036, symbol:湖北16Z3 
gid:153200, code:107037, symbol:湖北16Z4 
gid:153300, code:107038, symbol:湖北1609 
gid:153400, code:107039, symbol:湖北1610 
gid:153500, code:107040, symbol:湖北1611 
gid:153600, code:107041, symbol:湖北1612 
gid:153700, code:107042, symbol:甘肃1604 
gid:153800, code:107043, symbol:山东16Z5 
gid:153900, code:107044, symbol:山东16Z6 
gid:154000, code:107045, symbol:山东16Z7 
gid:154100, code:107046, symbol:山东16Z8 
gid:154200, code:107047, symbol:山东16Z9 
gid:154300, code:107048, symbol:山东1609 
gid:154400, code:107049, symbol:山东1610 
gid:154500, code:107050, symbol:山东1611 
gid:154600, code:107051, symbol:重庆16Z3 
gid:154700, code:107052, symbol:重庆16Z4 
gid:154800, code:107053, symbol:重庆16Z5 
gid:154900, code:107054, symbol:重庆16Z6 
gid:155000, code:107055, symbol:重庆1605 
gid:155100, code:107056, symbol:重庆1606 
gid:155200, code:107057, symbol:重庆1607 
gid:155300, code:107058, symbol:重庆1608 
gid:155400, code:107059, symbol:江苏1605 
gid:155500, code:107060, symbol:江苏1606 
gid:155600, code:107061, symbol:江苏1607 
gid:155700, code:107062, symbol:江苏1608 
gid:155800, code:107063, symbol:江苏16Z5 
gid:155900, code:107064, symbol:江苏16Z6 
gid:156000, code:107065, symbol:江苏16Z7 
gid:156100, code:107066, symbol:江苏16Z8 
gid:156200, code:107067, symbol:浙江16Z1 
gid:156300, code:107068, symbol:浙江16Z2 
gid:156400, code:107069, symbol:浙江1605 
gid:156500, code:107070, symbol:浙江1606 
gid:156600, code:107071, symbol:浙江1607 
gid:156700, code:107072, symbol:浙江1608 
gid:156800, code:107073, symbol:广西1609 
gid:156900, code:107074, symbol:广西1610 
gid:157000, code:107075, symbol:广西1611 
gid:157100, code:107076, symbol:广西1612 
gid:157200, code:107077, symbol:广西16Z3 
gid:157300, code:107078, symbol:广西16Z4 
gid:157400, code:107079, symbol:广西16Z5 
gid:157500, code:107080, symbol:新疆1609 
gid:157600, code:107081, symbol:新疆1610 
gid:157700, code:107082, symbol:新疆1611 
gid:157800, code:107083, symbol:新疆1612 
gid:157900, code:107084, symbol:广东16Z7 
gid:158000, code:107085, symbol:广东16Z8 
gid:158100, code:107086, symbol:广东16Z9 
gid:158200, code:107087, symbol:广东1609 
gid:158300, code:107088, symbol:广东1610 
gid:158400, code:107089, symbol:广东1611 
gid:158500, code:107090, symbol:广东1612 
gid:158600, code:107091, symbol:宁夏16Z5 
gid:158700, code:107092, symbol:宁夏16Z6 
gid:158800, code:107093, symbol:宁夏16Z7 
gid:158900, code:107094, symbol:宁夏1605 
gid:159000, code:107095, symbol:宁夏1606 
gid:159100, code:107096, symbol:宁夏1607 
gid:159200, code:107097, symbol:宁夏1608 
gid:159300, code:107098, symbol:福建16Z1 
gid:159400, code:107099, symbol:福建16Z2 
gid:159500, code:107100, symbol:福建1601 
gid:159600, code:107101, symbol:福建1602 
gid:159700, code:107102, symbol:福建1603 
gid:159800, code:107103, symbol:福建1604 
gid:159900, code:107104, symbol:四川1609 
gid:160000, code:107105, symbol:四川1610 
gid:160100, code:107106, symbol:四川1611 
gid:160200, code:107107, symbol:四川1612 
gid:160300, code:107108, symbol:四川16Z5 
gid:160400, code:107109, symbol:四川16Z6 
gid:160500, code:107110, symbol:四川16Z7 
gid:160600, code:107111, symbol:四川16Z8 
gid:160700, code:107112, symbol:吉林1601 
gid:160800, code:107113, symbol:吉林1602 
gid:160900, code:107114, symbol:吉林1603 
gid:161000, code:107115, symbol:吉林1604 
gid:161100, code:107116, symbol:吉林16Z1 
gid:161200, code:107117, symbol:吉林16Z2 
gid:161300, code:107118, symbol:吉林16Z3 
gid:161400, code:107119, symbol:江西1605 
gid:161500, code:107120, symbol:江西1606 
gid:161600, code:107121, symbol:江西1607 
gid:161700, code:107122, symbol:江西1608 
gid:161800, code:107123, symbol:江西16Z5 
gid:161900, code:107124, symbol:江西16Z6 
gid:162000, code:107125, symbol:江西16Z7 
gid:162100, code:107126, symbol:江西16Z8 
gid:162200, code:107127, symbol:内蒙1609 
gid:162300, code:107128, symbol:内蒙1610 
gid:162400, code:107129, symbol:内蒙1611 
gid:162500, code:107130, symbol:内蒙1612 
gid:162600, code:107131, symbol:内蒙16Z1 
gid:162700, code:107132, symbol:内蒙16Z2 
gid:162800, code:107133, symbol:内蒙16Z3 
gid:162900, code:107134, symbol:内蒙16Z4 
gid:163000, code:107135, symbol:湖南16Z1 
gid:163100, code:107136, symbol:湖南16Z2 
gid:163200, code:107137, symbol:山西1605 
gid:163300, code:107138, symbol:山西1606 
gid:163400, code:107139, symbol:山西1607 
gid:163500, code:107140, symbol:山西1608 
gid:163600, code:107141, symbol:山西16Z1 
gid:163700, code:107142, symbol:山西16Z2 
gid:163800, code:107143, symbol:河南1609 
gid:163900, code:107144, symbol:河南1610 
gid:164000, code:107145, symbol:河南1611 
gid:164100, code:107146, symbol:河南1612 
gid:164200, code:107147, symbol:河南16Z5 
gid:164300, code:107148, symbol:河南16Z7 
gid:164400, code:107149, symbol:河南16Z6 
gid:164500, code:107150, symbol:河南16Z8 
gid:164600, code:107151, symbol:安徽1605 
gid:164700, code:107152, symbol:安徽1606 
gid:164800, code:107153, symbol:安徽1607 
gid:164900, code:107154, symbol:安徽1608 
gid:165000, code:107155, symbol:安徽16Z1 
gid:165100, code:107156, symbol:安徽16Z2 
gid:165200, code:107157, symbol:北京1601 
gid:165300, code:107158, symbol:北京1602 
gid:165400, code:107159, symbol:青海16Z5 
gid:165500, code:107160, symbol:青海16Z6 
gid:165600, code:107161, symbol:青海16Z7 
gid:165700, code:107162, symbol:青海16Z8 
gid:165800, code:107163, symbol:辽宁1605 
gid:165900, code:107164, symbol:辽宁1606 
gid:166000, code:107165, symbol:辽宁1607 
gid:166100, code:107166, symbol:辽宁1608 
gid:166200, code:107167, symbol:新疆16Z5 
gid:166300, code:107168, symbol:新疆16Z6 
gid:166400, code:107169, symbol:新疆16Z7 
gid:166500, code:107170, symbol:新疆16Z8 
gid:166600, code:107171, symbol:新疆1613 
gid:166700, code:107172, symbol:新疆1614 
gid:166800, code:107173, symbol:新疆1615 
gid:166900, code:107174, symbol:新疆1616 
gid:167000, code:107175, symbol:广东1613 
gid:167100, code:107176, symbol:广东1614 
gid:167200, code:107177, symbol:广东1615 
gid:167300, code:107178, symbol:广东1616 
gid:167400, code:107179, symbol:广东1617 
gid:167500, code:107180, symbol:广东1618 
gid:167600, code:107181, symbol:广东1619 
gid:167700, code:107182, symbol:贵州1609 
gid:167800, code:107183, symbol:贵州1610 
gid:167900, code:107184, symbol:贵州1611 
gid:168000, code:107185, symbol:贵州1612 
gid:168100, code:107186, symbol:贵州16Z5 
gid:168200, code:107187, symbol:贵州16Z6 
gid:168300, code:107188, symbol:上海16Z1 
gid:168400, code:107189, symbol:上海16Z2 
gid:168500, code:107190, symbol:上海16Z3 
gid:168600, code:107191, symbol:上海16Z4 
gid:168700, code:107192, symbol:龙江16Z5 
gid:168800, code:107193, symbol:龙江16Z6 
gid:168900, code:107194, symbol:龙江1605 
gid:169000, code:107195, symbol:龙江1606 
gid:169100, code:107196, symbol:龙江1607 
gid:169200, code:107197, symbol:龙江1608 
gid:169300, code:107198, symbol:吉林1605 
gid:169400, code:107199, symbol:吉林1606 
gid:169500, code:107200, symbol:吉林1607 
gid:169600, code:107201, symbol:吉林1608 
gid:169700, code:107202, symbol:吉林16Z4 
gid:169800, code:107203, symbol:吉林16Z5 
gid:169900, code:107204, symbol:吉林16Z6 
gid:170000, code:107205, symbol:江苏1609 
gid:170100, code:107206, symbol:江苏1610 
gid:170200, code:107207, symbol:江苏1611 
gid:170300, code:107208, symbol:江苏1612 
gid:170400, code:107209, symbol:江苏16Z9 
gid:170500, code:107210, symbol:江苏1613 
gid:170600, code:107211, symbol:江苏1614 
gid:170700, code:107212, symbol:江苏1615 
gid:170800, code:107213, symbol:陕西1612 
gid:170900, code:107214, symbol:陕西1613 
gid:171000, code:107215, symbol:陕西1614 
gid:171100, code:107216, symbol:陕西1615 
gid:171200, code:107217, symbol:北京1603 
gid:171300, code:107218, symbol:北京1604 
gid:171400, code:107219, symbol:四川1613 
gid:171500, code:107220, symbol:四川1614 
gid:171600, code:107221, symbol:四川1615 
gid:171700, code:107222, symbol:四川1616 
gid:171800, code:107223, symbol:四川16Z9 
gid:171900, code:107224, symbol:四川1617 
gid:172000, code:107225, symbol:四川1618 
gid:172100, code:107226, symbol:四川1619 
gid:172200, code:107227, symbol:浙江1609 
gid:172300, code:107228, symbol:浙江1610 
gid:172400, code:107229, symbol:浙江1611 
gid:172500, code:107230, symbol:浙江1612 
gid:172600, code:107231, symbol:浙江16Z3 
gid:172700, code:107232, symbol:浙江16Z4 
gid:172800, code:107233, symbol:浙江16Z5 
gid:172900, code:107234, symbol:浙江16Z6 
gid:173000, code:107235, symbol:河北16Z8 
gid:173100, code:107236, symbol:河北1609 
gid:173200, code:107237, symbol:河北1610 
gid:173300, code:107238, symbol:河北1611 
gid:173400, code:107239, symbol:河北1612 
gid:173500, code:107240, symbol:山西1609 
gid:173600, code:107241, symbol:山西1610 
gid:173700, code:107242, symbol:山西1611 
gid:173800, code:107243, symbol:山西1612 
gid:173900, code:107244, symbol:山西16Z3 
gid:174000, code:107245, symbol:山西16Z4 
gid:174100, code:107246, symbol:云南1605 
gid:174200, code:107247, symbol:云南1606 
gid:174300, code:107248, symbol:云南16Z5 
gid:174400, code:107249, symbol:云南16Z6 
gid:174500, code:107250, symbol:云南16Z7 
gid:174600, code:107251, symbol:云南16Z8 
gid:174700, code:107252, symbol:湖北1613 
gid:174800, code:107253, symbol:湖北1614 
gid:174900, code:107254, symbol:湖北1615 
gid:175000, code:107255, symbol:湖北1616 
gid:175100, code:107256, symbol:上海1601 
gid:175200, code:107257, symbol:上海1602 
gid:175300, code:107258, symbol:上海1603 
gid:175400, code:107259, symbol:上海1604 
gid:175500, code:107260, symbol:湖南1605 
gid:175600, code:107261, symbol:湖南1606 
gid:175700, code:107262, symbol:福建1605 
gid:175800, code:107263, symbol:福建1606 
gid:175900, code:107264, symbol:福建1607 
gid:176000, code:107265, symbol:福建1608 
gid:176100, code:107266, symbol:福建16Z3 
gid:176200, code:107267, symbol:福建16Z4 
gid:176300, code:107268, symbol:海南1604 
gid:176400, code:107269, symbol:海南1605 
gid:176500, code:107270, symbol:海南1606 
gid:176600, code:107271, symbol:贵州1613 
gid:176700, code:107272, symbol:贵州1614 
gid:176800, code:107273, symbol:贵州1615 
gid:176900, code:107274, symbol:贵州1616 
gid:177000, code:107275, symbol:贵州16Z7 
gid:177100, code:107276, symbol:贵州16Z8 
gid:177200, code:107277, symbol:山东1612 
gid:177300, code:107278, symbol:山东1613 
gid:177400, code:107279, symbol:山东1614 
gid:177500, code:107280, symbol:山东1615 
gid:177600, code:107281, symbol:宁夏1609 
gid:177700, code:107282, symbol:宁夏1610 
gid:177800, code:107283, symbol:宁夏1611 
gid:177900, code:107284, symbol:宁夏1612 
gid:178000, code:107285, symbol:甘肃16Z3 
gid:178100, code:107286, symbol:甘肃1605 
gid:178200, code:107287, symbol:甘肃1606 
gid:178300, code:107288, symbol:甘肃1607 
gid:178400, code:107289, symbol:江西1609 
gid:178500, code:107290, symbol:江西1610 
gid:178600, code:107291, symbol:江西1611 
gid:178700, code:107292, symbol:江西1612 
gid:178800, code:107293, symbol:江西16Z9 
gid:178900, code:107294, symbol:江西1613 
gid:179000, code:107295, symbol:江西1614 
gid:179100, code:107296, symbol:江西1615 
gid:179200, code:107297, symbol:北京16Z1 
gid:179300, code:107298, symbol:北京16Z2 
gid:179400, code:107299, symbol:北京16Z3 
gid:179500, code:107300, symbol:北京16Z4 
gid:179600, code:107301, symbol:广西16Z6 
gid:179700, code:107302, symbol:广西16Z7 
gid:179800, code:107303, symbol:广西16Z8 
gid:179900, code:107304, symbol:广西1613 
gid:180000, code:107305, symbol:广西1614 
gid:180100, code:107306, symbol:广西1615 
gid:180200, code:107307, symbol:广西1616 
gid:180300, code:107308, symbol:宁波1605 
gid:180400, code:107309, symbol:宁波1606 
gid:180500, code:107310, symbol:宁波1607 
gid:180600, code:107311, symbol:宁波1608 
gid:180700, code:107312, symbol:宁波16Z5 
gid:180800, code:107313, symbol:宁波16Z6 
gid:180900, code:107314, symbol:宁波16Z7 
gid:181000, code:107315, symbol:宁波16Z8 
gid:181100, code:107316, symbol:辽宁16Z5 
gid:181200, code:107317, symbol:辽宁16Z6 
gid:181300, code:107318, symbol:辽宁16Z7 
gid:181400, code:107319, symbol:辽宁16Z8 
gid:181500, code:107320, symbol:陕西1616 
gid:181600, code:107321, symbol:陕西1617 
gid:181700, code:107322, symbol:陕西1618 
gid:181800, code:107323, symbol:陕西1619 
gid:181900, code:107324, symbol:湖北1617 
gid:182000, code:107325, symbol:湖北1618 
gid:182100, code:107326, symbol:湖北1619 
gid:182200, code:107327, symbol:湖北1620 
gid:182300, code:107328, symbol:湖北16Z5 
gid:182400, code:107329, symbol:湖北16Z6 
gid:182500, code:107330, symbol:河南16Z9 
gid:182600, code:107331, symbol:河南1617 
gid:182700, code:107332, symbol:河南1618 
gid:182800, code:107333, symbol:河南1619 
gid:182900, code:107334, symbol:河南1613 
gid:183000, code:107335, symbol:河南1614 
gid:183100, code:107336, symbol:河南1615 
gid:183200, code:107337, symbol:河南1616 
gid:183300, code:107338, symbol:新疆1617 
gid:183400, code:107339, symbol:新疆1618 
gid:183500, code:107340, symbol:新疆1619 
gid:183600, code:107341, symbol:新疆1620 
gid:183700, code:107342, symbol:新疆16Z9 
gid:183800, code:107343, symbol:新疆1621 
gid:183900, code:107344, symbol:新疆1622 
gid:184000, code:107345, symbol:新疆1623 
gid:184100, code:107346, symbol:江苏1616 
gid:184200, code:107347, symbol:江苏1617 
gid:184300, code:107348, symbol:江苏1618 
gid:184400, code:107349, symbol:江苏1619 
gid:184500, code:107350, symbol:江苏1621 
gid:184600, code:107351, symbol:江苏1622 
gid:184700, code:107352, symbol:江苏1623 
gid:184800, code:107353, symbol:江苏1620 
gid:184900, code:107354, symbol:安徽1609 
gid:185000, code:107355, symbol:安徽1610 
gid:185100, code:107356, symbol:安徽1611 
gid:185200, code:107357, symbol:安徽1612 
gid:185300, code:107358, symbol:安徽16Z3 
gid:185400, code:107359, symbol:安徽16Z4 
gid:185500, code:107360, symbol:湖南16Z3 
gid:185600, code:107361, symbol:湖南16Z4 
gid:185700, code:107362, symbol:湖南16Z5 
gid:185800, code:107363, symbol:青海1609 
gid:185900, code:107364, symbol:青海1610 
gid:186000, code:107365, symbol:青海1611 
gid:186100, code:107366, symbol:青海1612 
gid:186200, code:107367, symbol:青岛1605 
gid:186300, code:107368, symbol:青岛1606 
gid:186400, code:107369, symbol:青岛1607 
gid:186500, code:107370, symbol:青岛1608 
gid:186600, code:107371, symbol:青岛16Z4 
gid:186700, code:107372, symbol:青岛16Z5 
gid:186800, code:107373, symbol:青岛16Z6 
gid:186900, code:107374, symbol:山东1616 
gid:187000, code:107375, symbol:山东1617 
gid:187100, code:107376, symbol:山东1618 
gid:187200, code:107377, symbol:山东1619 
gid:187300, code:107378, symbol:山东1620 
gid:187400, code:107379, symbol:山东1621 
gid:187500, code:107380, symbol:山东1622 
gid:187600, code:107381, symbol:山东1623 
gid:187700, code:107382, symbol:山东1624 
gid:187800, code:107383, symbol:山东1625 
gid:187900, code:107384, symbol:山东1626 
gid:188000, code:107385, symbol:山东1627 
gid:188100, code:107386, symbol:内蒙1613 
gid:188200, code:107387, symbol:内蒙1614 
gid:188300, code:107388, symbol:内蒙1615 
gid:188400, code:107389, symbol:内蒙1616 
gid:188500, code:107390, symbol:内蒙16Z5 
gid:188600, code:107391, symbol:内蒙16Z6 
gid:188700, code:107392, symbol:辽宁1609 
gid:188800, code:107393, symbol:辽宁1610 
gid:188900, code:107394, symbol:辽宁1611 
gid:189000, code:107395, symbol:辽宁1612 
gid:189100, code:107396, symbol:辽宁16Z9 
gid:189200, code:107397, symbol:辽宁1613 
gid:189300, code:107398, symbol:辽宁1614 
gid:189400, code:107399, symbol:辽宁1615 
gid:189500, code:107400, symbol:重庆1609 
gid:189600, code:107401, symbol:重庆1610 
gid:189700, code:107402, symbol:重庆1611 
gid:189800, code:107403, symbol:重庆1612 
gid:189900, code:107404, symbol:重庆16Z7 
gid:190000, code:107405, symbol:重庆16Z8 
gid:190100, code:107406, symbol:四川1620 
gid:190200, code:107407, symbol:四川1621 
gid:190300, code:107408, symbol:四川1622 
gid:190400, code:107409, symbol:四川1623 
gid:190500, code:107410, symbol:四川1624 
gid:190600, code:107411, symbol:四川1625 
gid:190700, code:107412, symbol:四川1626 
gid:190800, code:107413, symbol:四川1627 
gid:190900, code:107414, symbol:浙江1613 
gid:191000, code:107415, symbol:浙江1614 
gid:191100, code:107416, symbol:浙江1615 
gid:191200, code:107417, symbol:浙江1616 
gid:191300, code:107418, symbol:浙江16Z7 
gid:191400, code:107419, symbol:浙江16Z8 
gid:191500, code:107420, symbol:浙江16Z9 
gid:191600, code:107421, symbol:浙江1617 
gid:191700, code:107422, symbol:贵州1617 
gid:191800, code:107423, symbol:贵州1618 
gid:191900, code:107424, symbol:贵州1619 
gid:192000, code:107425, symbol:贵州1620 
gid:192100, code:107426, symbol:贵州16Z9 
gid:192200, code:107427, symbol:贵州1621 
gid:192300, code:107428, symbol:贵州1622 
gid:192400, code:107429, symbol:贵州1623 
gid:192500, code:107430, symbol:广西1617 
gid:192600, code:107431, symbol:广西1618 
gid:192700, code:107432, symbol:广西1619 
gid:192800, code:107433, symbol:广西1620 
gid:192900, code:107434, symbol:广西16Z9 
gid:193000, code:107435, symbol:广西1621 
gid:193100, code:107436, symbol:广西1622 
gid:193200, code:107437, symbol:广西1623 
gid:193300, code:107438, symbol:广东1620 
gid:193400, code:107439, symbol:广东1621 
gid:193500, code:107440, symbol:广东1622 
gid:193600, code:107441, symbol:厦门1601 
gid:193700, code:107442, symbol:厦门1602 
gid:193800, code:107443, symbol:厦门1603 
gid:193900, code:107444, symbol:厦门1604 
gid:194000, code:107445, symbol:厦门16Z1 
gid:194100, code:107446, symbol:厦门16Z2 
gid:194200, code:107447, symbol:山西1613 
gid:194300, code:107448, symbol:山西1614 
gid:194400, code:107449, symbol:山西1615 
gid:194500, code:107450, symbol:山西1616 
gid:194600, code:107451, symbol:山西16Z5 
gid:194700, code:107452, symbol:山西16Z6 
gid:194800, code:107453, symbol:湖南1607 
gid:194900, code:107454, symbol:湖南1608 
gid:195000, code:107455, symbol:湖南16Z6 
gid:195100, code:107456, symbol:湖南16Z7 
gid:195200, code:107457, symbol:上海1605 
gid:195300, code:107458, symbol:上海1606 
gid:195400, code:107459, symbol:上海1607 
gid:195500, code:107460, symbol:上海1608 
gid:195600, code:107461, symbol:陕西1620 
gid:195700, code:107462, symbol:陕西1621 
gid:195800, code:107463, symbol:陕西1622 
gid:195900, code:107464, symbol:陕西1623 
gid:196000, code:107465, symbol:大连1601 
gid:196100, code:107466, symbol:大连1602 
gid:196200, code:107467, symbol:大连1603 
gid:196300, code:107468, symbol:大连1604 
gid:196400, code:107469, symbol:大连16Z1 
gid:196500, code:107470, symbol:大连16Z2 
gid:196600, code:107471, symbol:大连16Z3 
gid:196700, code:107472, symbol:大连16Z4 
gid:196800, code:107473, symbol:河北1613 
gid:196900, code:107474, symbol:海南16Z1 
gid:197000, code:107475, symbol:海南16Z2 
gid:197100, code:107476, symbol:海南16Z3 
gid:197200, code:107477, symbol:海南16Z4 
gid:197300, code:107478, symbol:云南1607 
gid:197400, code:107479, symbol:云南1608 
gid:197500, code:107480, symbol:云南1609 
gid:197600, code:107481, symbol:云南16Z9 
gid:197700, code:107482, symbol:云南1610 
gid:197800, code:107483, symbol:新疆1624 
gid:197900, code:107484, symbol:新疆1625 
gid:198000, code:107485, symbol:新疆1626 
gid:198100, code:107486, symbol:新疆1627 
gid:198200, code:107487, symbol:新疆1628 
gid:198300, code:107488, symbol:新疆1629 
gid:198400, code:107489, symbol:新疆1630 
gid:198500, code:107490, symbol:新疆1631 
gid:198600, code:107491, symbol:西藏16Z1 
gid:198700, code:107492, symbol:西藏1601 
gid:198800, code:107493, symbol:西藏1602 
gid:198900, code:107494, symbol:西藏1603 
gid:199000, code:107495, symbol:西藏1604 
gid:199100, code:107496, symbol:北京1605 
gid:199200, code:107497, symbol:北京16Z5 
gid:199300, code:107498, symbol:北京16Z6 
gid:199400, code:107499, symbol:北京16Z7 
gid:199500, code:107500, symbol:天津1607 
gid:199600, code:107501, symbol:天津1608 
gid:199700, code:107502, symbol:天津16Z7 
gid:199800, code:107503, symbol:天津16Z8 
gid:199900, code:107504, symbol:天津16Z9 
gid:200000, code:107505, symbol:天津1609 
gid:200100, code:107506, symbol:吉林1609 
gid:200200, code:107507, symbol:江苏1624 
gid:200300, code:107508, symbol:江苏1625 
gid:200400, code:107509, symbol:江苏1626 
gid:200500, code:107510, symbol:江苏1627 
gid:200600, code:107511, symbol:江苏1628 
gid:200700, code:107512, symbol:江苏1629 
gid:200800, code:107513, symbol:江苏1630 
gid:200900, code:107514, symbol:江苏1631 
gid:201000, code:107515, symbol:内蒙1617 
gid:201100, code:107516, symbol:内蒙1618 
gid:201200, code:107517, symbol:内蒙1619 
gid:201300, code:107518, symbol:内蒙1620 
gid:201400, code:107519, symbol:内蒙16Z7 
gid:201500, code:107520, symbol:内蒙16Z8 
gid:201600, code:107521, symbol:新疆1632 
gid:201700, code:107522, symbol:广东1623 
gid:201800, code:107523, symbol:广东1624 
gid:201900, code:107524, symbol:广东1625 
gid:202000, code:107525, symbol:广东1626 
gid:202100, code:107526, symbol:新疆1633 
gid:202200, code:107527, symbol:新疆1701 
gid:202300, code:107528, symbol:新疆1702 
gid:202400, code:107529, symbol:新疆1703 
gid:202500, code:107530, symbol:新疆1704 
gid:202600, code:107531, symbol:河北1701 
gid:202700, code:107532, symbol:河北1702 
gid:202800, code:107533, symbol:河北1703 
gid:202900, code:107534, symbol:辽宁1701 
gid:203000, code:107535, symbol:辽宁1702 
gid:203100, code:107536, symbol:辽宁1703 
gid:203200, code:107537, symbol:辽宁1704 
gid:203300, code:107538, symbol:广西1701 
gid:203400, code:107539, symbol:广西1702 
gid:203500, code:107540, symbol:广西1703 
gid:203600, code:107541, symbol:广西1704 
gid:203700, code:107542, symbol:广西1705 
gid:203800, code:107543, symbol:广西1706 
gid:203900, code:107544, symbol:广西1707 
gid:204000, code:107545, symbol:广西1708 
gid:204100, code:107546, symbol:广西1709 
gid:204200, code:107547, symbol:云南1701 
gid:204300, code:107548, symbol:云南1702 
gid:204400, code:107549, symbol:云南1703 
gid:204500, code:107550, symbol:云南1704 
gid:204600, code:107551, symbol:山西1701 
gid:204700, code:107552, symbol:山西1702 
gid:204800, code:107553, symbol:山西1703 
gid:204900, code:107554, symbol:山西1704 
gid:205000, code:107555, symbol:山西1705 
gid:205100, code:107556, symbol:江西1701 
gid:205200, code:107557, symbol:江西1702 
gid:205300, code:107558, symbol:江西1703 
gid:205400, code:107559, symbol:江西1704 
gid:205500, code:107560, symbol:江西1705 
gid:205600, code:107561, symbol:江西1706 
gid:205700, code:107562, symbol:江西1707 
gid:205800, code:107563, symbol:江西1708 
gid:205900, code:107564, symbol:贵州1701 
gid:206000, code:107565, symbol:贵州1702 
gid:206100, code:107566, symbol:山东1701 
gid:206200, code:107567, symbol:山东1702 
gid:206300, code:107568, symbol:江苏1701 
gid:206400, code:107569, symbol:江苏1702 
gid:206500, code:107570, symbol:江苏1703 
gid:206600, code:107571, symbol:江苏1704 
gid:206700, code:107572, symbol:重庆1701 
gid:206800, code:107573, symbol:重庆1702 
gid:206900, code:107574, symbol:重庆1703 
gid:207000, code:107575, symbol:重庆1704 
gid:207100, code:107576, symbol:河南1701 
gid:207200, code:107577, symbol:河南1702 
gid:207300, code:107578, symbol:河南1703 
gid:207400, code:107579, symbol:河南1704 
gid:207500, code:107580, symbol:四川1701 
gid:207600, code:107581, symbol:四川1702 
gid:207700, code:107582, symbol:四川1703 
gid:207800, code:107583, symbol:四川1704 
gid:207900, code:107584, symbol:四川1705 
gid:208000, code:107585, symbol:四川1706 
gid:208100, code:107586, symbol:四川1707 
gid:208200, code:107587, symbol:四川1708 
gid:208300, code:107588, symbol:浙江1701 
gid:208400, code:107589, symbol:浙江1702 
gid:208500, code:107590, symbol:浙江1703 
gid:208600, code:107591, symbol:浙江1704 
gid:208700, code:107592, symbol:浙江1705 
gid:208800, code:107593, symbol:浙江1706 
gid:208900, code:107594, symbol:青海1701 
gid:209000, code:107595, symbol:青海1702 
gid:209100, code:107596, symbol:青海1703 
gid:209200, code:107597, symbol:青海1704 
gid:209300, code:107598, symbol:甘肃1701 
gid:209400, code:107599, symbol:甘肃1702 
gid:209500, code:107600, symbol:辽宁1705 
gid:209600, code:107601, symbol:辽宁1706 
gid:209700, code:107602, symbol:辽宁1707 
gid:209800, code:107603, symbol:辽宁1708 
gid:209900, code:107604, symbol:贵州1703 
gid:210000, code:107605, symbol:贵州1704 
gid:210100, code:107606, symbol:龙江1701 
gid:210200, code:107607, symbol:龙江1702 
gid:210300, code:107608, symbol:龙江1703 
gid:210400, code:107609, symbol:龙江1704 
gid:210500, code:107610, symbol:龙江1705 
gid:210600, code:107611, symbol:龙江1706 
gid:210700, code:107612, symbol:新疆1705 
